income_status,development_status,parent,continent,location,iso_code,date,population,first_dose,last_dose,booster_dose,partially_vaccinated,total_vaccinations,total_vaccinations_per_million,partially_vaccinated_per_million,fully_vaccinated_per_million,first_dose_per_million,last_dose_per_million,booster_dose_per_million
Middle income,Developing,world,Asia,Iran,IRN,2021-12,85028759,59529947,51255555,5922213,8274392,116707715,1372567.545,97312.86329,602802.5765,700115.4398,602802.5765,69649.52881
Middle income,Developing,world,Asia,Iran,IRN,2022-01,86022837,60617327,53927504,15865935,6689823,130410766,1516001.687,77767.98852,626897.5295,704665.5181,626897.5295,184438.6392
Middle income,Developing,world,Asia,Iran,IRN,2022-03,86022837,63925600,56899825,25729729,7025775,146555154,1703677.292,81673.37006,661450.2263,743123.5964,661450.2263,299103.4695
Middle income,Developing,world,Asia,Iran,IRN,2022-04,86022837,64310085,57526481,26482203,6783604,148318769,1724178.999,78858.17577,668734.9895,747593.1653,668734.9895,307850.8443
Middle income,Developing,world,Asia,Iran,IRN,2022-05,86022837,64450327,57792411,26943055,6657916,149185793,1734257.997,77397.07538,671826.3779,749223.4533,671826.3779,313208.1659
Middle income,Developing,world,Asia,Iraq,IRQ,2022-01,42164965,9325542,6365752,78298,2959790,15769592,373997.5119,70195.48101,150972.5432,221168.0242,150972.5432,1856.944504
Middle income,Developing,world,Asia,Iraq,IRQ,2022-03,42164965,10379529,7241775,157078,3137754,17778382,421638.723,74416.14146,171748.6306,246164.7721,171748.6306,3725.320298
Middle income,Developing,world,Asia,Iraq,IRQ,2022-04,42164965,10580198,7438208,172586,3141990,18190992,431424.3353,74516.60401,176407.3088,250923.9128,176407.3088,4093.113797
Middle income,Developing,world,Asia,Iraq,IRQ,2022-05,42164965,10674521,7498791,180471,3175730,18353783,435285.1473,75316.79441,177844.1177,253160.9121,177844.1177,4280.117391
High income,Developed economy,world,Europe,Ireland,IRL,2021-02,4982907,454366,264528,526492,189838,1245386,249931.6162,38097.84128,53087.0835,91184.92478,53087.0835,105659.6079
High income,Developed economy,world,Europe,Ireland,IRL,2021-03,4982907,836435,412765,547780,423670,1796980,360628.8458,85024.66532,82836.18378,167860.8491,82836.18378,109931.8129
High income,Developed economy,world,Europe,Ireland,IRL,2021-04,4982907,1344434,601100,547787,743334,2493321,500374.7812,149176.7757,120632.3939,269809.1696,120632.3939,109933.2177
High income,Developed economy,world,Europe,Ireland,IRL,2021-05,4982907,2345601,1163148,547797,1182453,4056546,814092.2558,237301.8401,233427.5956,470729.4356,233427.5956,109935.2246
High income,Developed economy,world,Europe,Ireland,IRL,2021-06,4982907,2817593,2099671,547810,717922,5465074,1096764.198,144076.9414,421374.7116,565451.653,421374.7116,109937.8335
High income,Developed economy,world,Europe,Ireland,IRL,2021-07,4982907,3500072,2941367,547824,558705,6989263,1402647.691,112124.3082,590291.3701,702415.6782,590291.3701,109940.6431
High income,Developed economy,world,Europe,Ireland,IRL,2022-02,5020199,3584698,3560720,2781172,23978,9926590,1977329.982,4776.304684,709278.6561,714054.9608,709278.6561,553996.3655
High income,Developed economy,world,Europe,Ireland,IRL,2022-03,5020199,3586632,3563464,2852933,23168,10003029,1992556.271,4614.956499,709825.248,714440.2045,709825.248,568290.8188
High income,Developed economy,world,Europe,Ireland,IRL,2022-04,5020199,3605845,3582729,2793368,23116,9981942,1988355.84,4604.598344,713662.7452,718267.3436,713662.7452,556425.7513
High income,Developed economy,world,Europe,Ireland,IRL,2022-05,5020199,3607008,3584081,2838356,22927,10029445,1997818.214,4566.950434,713932.0573,718499.0077,713932.0573,565387.149
High income,Developed economy,world,Europe,Ireland,IRL,2021-08,4982907,3868389,3585839,547887,282550,8002115,1605912.974,56703.84777,719627.92,776331.7678,719627.92,109953.2863
High income,Developed economy,world,Europe,Ireland,IRL,2021-12,4982907,3882569,3587167,0,295402,7469736,1499071.927,59283.06509,719894.4311,779177.4962,719894.4311,0
High income,Developed economy,world,Europe,Ireland,IRL,2021-09,4982907,3925979,3828447,556895,97532,8311321,1667966.31,19573.31333,768315.965,787889.2783,768315.965,111761.0664
High income,Developed economy,world,Europe,Ireland,IRL,2021-10,4982907,3962831,3882274,756344,80557,8601449,1726190.956,16166.66737,779118.2938,795284.9612,779118.2938,151787.7014
High income,Developed economy,world,Europe,Ireland,IRL,2022-01,5020199,4003787,3875284,2713736,128503,10592807,2110037.271,25597.19246,771938.3236,797535.516,771938.3236,540563.4318
High income,Developed economy,world,Europe,Ireland,IRL,2021-11,4982907,4010738,3931595,1573087,79143,9515420,1909612.2,15882.89727,789016.3312,804899.2285,789016.3312,315696.6405
High income,Developing,world,Asia,Israel,ISR,2021-02,8789774,4739086,3422385,116538,1316701,8278009,941777.2289,149799.1871,389359.8402,539159.0273,389359.8402,13258.36136
High income,Developing,world,Asia,Israel,ISR,2021-03,8789774,5290466,4869257,118381,421209,10278104,1169325.173,47920.34471,553968.3955,601888.7403,553968.3955,13468.03683
High income,Developing,world,Asia,Israel,ISR,2021-04,8789774,5425067,5078110,118381,346957,10621558,1208399.442,39472.80101,577729.3023,617202.1033,577729.3023,13468.03683
High income,Developing,world,Asia,Israel,ISR,2021-05,8789774,5481648,5160232,118381,321416,10760261,1224179.484,36567.03801,587072.2046,623639.2426,587072.2046,13468.03683
High income,Developing,world,Asia,Israel,ISR,2021-06,8789774,5666122,5198318,118381,467804,10982821,1249499.816,53221.39113,591405.1943,644626.5854,591405.1943,13468.03683
High income,Developing,world,Asia,Israel,ISR,2021-07,8789774,5808146,5398194,118381,409952,11324721,1288397.29,46639.65194,614144.8005,660784.4525,614144.8005,13468.03683
High income,Developing,world,Asia,Israel,ISR,2022-02,8922892,5836290,5371344,1391126,464946,12598760,1411959.262,52107.09712,601973.4409,654080.538,601973.4409,155905.2827
High income,Developing,world,Asia,Israel,ISR,2021-08,8789774,5981815,5492368,118381,489447,11592564,1318869.404,55683.68424,624858.8416,680542.5259,624858.8416,13468.03683
High income,Developing,world,Asia,Israel,ISR,2021-09,8789774,6101484,5630812,788003,470672,12520299,1424416.487,53547.67938,640609.4173,694157.0966,640609.4173,89649.9728
High income,Developing,world,Asia,Israel,ISR,2021-10,8789774,6184987,5687755,1182983,497232,13055725,1485331.136,56569.37255,647087.7408,703657.1134,647087.7408,134586.2817
High income,Developing,world,Asia,Israel,ISR,2021-11,8789774,6209431,5712361,1290563,497070,13212355,1503150.707,56550.94204,649887.1302,706438.0722,649887.1302,146825.5043
High income,Developing,world,Asia,Israel,ISR,2022-01,8922892,6228556,5729472,1379020,499084,13337048,1494700.149,55932.98675,642109.3072,698042.2939,642109.3072,154548.5477
High income,Developing,world,Asia,Israel,ISR,2022-03,8922892,6232026,5738810,1396647,493216,13367483,1498111.038,55275.35243,643155.8289,698431.1813,643155.8289,156524.0283
High income,Developing,world,Asia,Israel,ISR,2022-04,8922892,6233675,5742445,1404783,491230,13380903,1499615.035,55052.77885,643563.208,698615.9868,643563.208,157435.8403
High income,Developing,world,Asia,Israel,ISR,2022-05,8922892,6233839,5742944,1405593,490895,13382376,1499780.116,55015.23497,643619.1316,698634.3665,643619.1316,157526.6181
High income,Developing,world,Asia,Israel,ISR,2021-12,8789774,6518295,5902427,0,615868,12420722,1413087.754,70066.42037,671510.6668,741577.0872,671510.6668,0
High income,Developed economy,world,Europe,Italy,ITA,2021-02,60367477,5142444,4096319,17376905,1046125,26615668,440894.159,17329.28146,67856.38896,85185.67042,67856.38896,287852.0996
High income,Developed economy,world,Europe,Italy,ITA,2021-03,60367477,9980845,6270236,17625760,3710609,33876841,561177.0225,61467.02139,103867.783,165334.8044,103867.783,291974.4352
High income,Developed economy,world,Europe,Italy,ITA,2021-04,60367477,16911669,9078632,17625760,7833037,43616061,722509.2578,129755.9114,150389.4556,280145.367,150389.4556,291974.4352
High income,Developed economy,world,Europe,Italy,ITA,2021-05,60367477,28390004,15886637,17625760,12503367,61902401,1025426.34,207120.9138,263165.4956,470286.4094,263165.4956,291974.4352
High income,Developed economy,world,Europe,Italy,ITA,2021-06,60367477,37118202,22864416,17625760,14253786,77608378,1285599.165,236116.974,378753.8777,614870.8517,378753.8777,291974.4352
High income,Developed economy,world,Europe,Italy,ITA,2021-07,60367477,40593875,34294219,17625760,6299656,92513854,1532511.521,104355.1315,568090.9772,672446.1087,568090.9772,291974.4352
High income,Developed economy,world,Europe,Italy,ITA,2021-08,60367477,45110409,39925391,17625760,5185018,102661560,1700610.413,85890.91772,661372.5301,747263.4478,661372.5301,291974.4352
High income,Developed economy,world,Europe,Italy,ITA,2022-02,60262770,46041879,43420630,36452797,2621249,125915306,2089437.741,43496.98827,720521.6421,764018.6304,720521.6421,604897.4682
High income,Developed economy,world,Europe,Italy,ITA,2022-03,60262770,46085103,43560856,37386396,2524247,127032355,2107974.044,41887.33774,722848.5514,764735.8892,722848.5514,620389.6037
High income,Developed economy,world,Europe,Italy,ITA,2022-04,60262770,46102095,43608280,38075194,2493815,127785569,2120472.872,41382.34933,723635.505,765017.8543,723635.505,631819.5131
High income,Developed economy,world,Europe,Italy,ITA,2022-05,60262770,46107448,43618248,38536883,2489200,128262579,2128388.373,41305.76806,723800.9139,765106.682,723800.9139,639480.7773
High income,Developed economy,world,Europe,Italy,ITA,2021-09,60367477,47284126,43653369,17772086,3630757,108709581,1800797.158,60144.25615,723127.2727,783271.5288,723127.2727,294398.3563
High income,Developed economy,world,Europe,Italy,ITA,2021-12,60367477,47560418,42580609,0,4979809,90141027,1493205.141,82491.58732,705356.7768,787848.3641,705356.7768,0
High income,Developed economy,world,Europe,Italy,ITA,2021-10,60367477,48492916,45509216,19307629,2983700,113309761,1877000.111,49425.62036,753869.77,803295.3903,753869.77,319834.9502
High income,Developed economy,world,Europe,Italy,ITA,2021-11,60367477,49250263,46552150,26324069,2698113,122126482,2023050.955,44694.81141,771146.1918,815841.0033,771146.1918,436063.76
High income,Developed economy,world,Europe,Italy,ITA,2022-01,60262770,49999261,46077063,34852532,3922198,130928856,2172632.556,65084.92723,764602.4735,829687.4007,764602.4735,578342.6816
Middle income,Developing,world,North America,Jamaica,JAM,2021-03,2973463,139993,0,0,139993,139993,47080.79435,47080.79435,0,47080.79435,0,0
Middle income,Developing,world,North America,Jamaica,JAM,2021-04,2973463,142034,0,0,142034,142034,47767.19939,47767.19939,0,47767.19939,0,0
Middle income,Developing,world,North America,Jamaica,JAM,2021-05,2973463,159397,15344,0,144053,174741,58766.83181,48446.20565,5160.313076,53606.51873,5160.313076,0
Middle income,Developing,world,North America,Jamaica,JAM,2021-06,2973463,177281,88652,0,88629,265933,89435.44951,29806.65978,29814.39487,59621.05464,29814.39487,0
Middle income,Developing,world,North America,Jamaica,JAM,2021-07,2973463,189381,129066,0,60315,318447,107096.3385,20284.4293,43405.95461,63690.38391,43405.95461,0
Middle income,Developing,world,North America,Jamaica,JAM,2021-08,2973463,411518,145145,0,266373,556663,187210.3335,89583.42512,48813.45421,138396.8793,48813.45421,0
Middle income,Developing,world,North America,Jamaica,JAM,2021-09,2973463,516519,282839,0,233680,799358,268830.653,78588.50102,95121.076,173709.577,95121.076,0
Middle income,Developing,world,North America,Jamaica,JAM,2021-10,2973463,548429,382367,0,166062,930796,313034.3307,55848.01291,128593.1589,184441.1718,128593.1589,0
Middle income,Developing,world,North America,Jamaica,JAM,2021-11,2973463,601841,514320,0,87521,1116161,375374.1008,29434.03029,172970.0353,202404.0656,172970.0353,0
Middle income,Developing,world,North America,Jamaica,JAM,2021-12,2973463,604322,516575,37,87747,1120934,376979.2999,29510.03594,173728.4103,203238.4462,173728.4103,12.44340353
Middle income,Developing,world,North America,Jamaica,JAM,2022-01,2985094,665791,624133,22385,41658,1312309,439620.6619,13955.33943,209083.1981,223038.5375,209083.1981,7498.926332
Middle income,Developing,world,North America,Jamaica,JAM,2022-02,2985094,681354,655180,29280,26174,1365814,457544.7205,8768.233094,219483.8755,228252.1086,219483.8755,9808.736341
Middle income,Developing,world,North America,Jamaica,JAM,2022-03,2985094,689170,675472,33464,13698,1398106,468362.4703,4588.800219,226281.6514,230870.4517,226281.6514,11210.36724
Middle income,Developing,world,North America,Jamaica,JAM,2022-04,2985094,689505,677016,33573,12489,1400094,469028.446,4183.787847,226798.8881,230982.6759,226798.8881,11246.88201
High income,Developed economy,world,Asia,Japan,JPN,2021-04,126050804,2493961,995758,0,1498203,3489719,27685.01976,11885.70761,7899.656078,19785.36369,7899.656078,0
High income,Developed economy,world,Asia,Japan,JPN,2021-03,126050804,3091529,1105934,0,1985595,4197463,33299.77173,15752.33903,8773.71635,24526.05538,8773.71635,0
High income,Developed economy,world,Asia,Japan,JPN,2021-05,126050804,5528513,2461885,0,3066628,7990398,63390.29777,24328.50805,19530.89486,43859.40291,19530.89486,0
High income,Developed economy,world,Asia,Japan,JPN,2021-06,126050804,25556855,11657345,0,13899510,37214200,295231.7543,110269.1102,92481.32205,202750.4323,92481.32205,0
High income,Developed economy,world,Asia,Japan,JPN,2021-07,126050804,25556855,11657345,0,13899510,37214200,295231.7543,110269.1102,92481.32205,202750.4323,92481.32205,0
High income,Developed economy,world,Asia,Japan,JPN,2021-08,126050804,70699480,56721094,0,13978386,127420574,1010866.809,110894.8579,449985.9755,560880.8334,449985.9755,0
High income,Developed economy,world,Asia,Japan,JPN,2021-09,126050804,89154655,75704359,0,13450296,164859014,1307877.528,106705.3567,600586.0859,707291.4426,600586.0859,0
High income,Developed economy,world,Asia,Japan,JPN,2021-10,126050804,97711358,90154382,0,7556976,187865740,1490396.999,59951.82704,715222.586,775174.413,715222.586,0
High income,Developed economy,world,Asia,Japan,JPN,2021-11,126050804,99653851,96922544,0,2731307,196576395,1559501.318,21668.30289,768916.5077,790584.8105,768916.5077,0
High income,Developed economy,world,Asia,Japan,JPN,2021-12,126050804,100404891,98660175,0,1744716,199065066,1579244.715,13841.37145,782701.6716,796543.0431,782701.6716,0
High income,Developed economy,world,Asia,Japan,JPN,2022-01,125584838,101396570,99708897,3422540,1687673,204528007,1628604.299,13438.50919,793956.4886,807394.9978,793956.4886,27252.81216
High income,Developed economy,world,Asia,Japan,JPN,2022-02,125584838,101672246,100178635,0,1493611,201850881,1607287.028,11893.24304,797696.8924,809590.1354,797696.8924,0
High income,Developed economy,world,Asia,Japan,JPN,2022-03,125584838,102528330,100670133,0,1858197,203198463,1618017.479,14796.34827,801610.5654,816406.9137,801610.5654,0
High income,Developed economy,world,Asia,Japan,JPN,2022-04,125584838,103153093,101458832,0,1694261,204611925,1629272.516,13490.96776,807890.7742,821381.742,807890.7742,0
High income,Developed economy,world,Asia,Japan,JPN,2022-05,125584838,103523757,101984505,0,1539252,205508262,1636409.819,12256.67067,812076.5741,824333.2448,812076.5741,0
Middle income,Developing,world,Asia,Jordan,JOR,2022-01,10300869,4568137,4185382,396636,382755,9150155,888289.6191,37157.54467,406313.4868,443471.0314,406313.4868,38505.10088
Middle income,Developing,world,Asia,Jordan,JOR,2022-03,10300869,4742427,4456597,637233,285830,9836257,954895.8442,27748.14436,432642.8188,460390.9631,432642.8188,61862.06232
Middle income,Developing,world,Asia,Jordan,JOR,2022-04,10300869,4763118,4484687,652666,278431,9900471,961129.6872,27029.85544,435369.7732,462399.6286,435369.7732,63360.28543
Middle income,Developing,world,Asia,Jordan,JOR,2022-05,10300869,4789727,4508753,657492,280974,9955972,966517.6792,27276.72782,437706.0809,464982.8087,437706.0809,63828.78959
Middle income,Economy in transition,world,Asia,Kazakhstan,KAZ,2021-02,18994962,865055,916899,2444964,-51844,4226918,222528.3736,-2729.355289,48270.64145,45541.28616,48270.64145,128716.446
Middle income,Economy in transition,world,Asia,Kazakhstan,KAZ,2021-03,18994962,865055,916899,2444964,-51844,4226918,222528.3736,-2729.355289,48270.64145,45541.28616,48270.64145,128716.446
Middle income,Economy in transition,world,Asia,Kazakhstan,KAZ,2021-04,18994962,2243550,1229096,2444964,1014454,5917610,311535.7641,53406.47694,64706.42058,118112.8975,64706.42058,128716.446
Middle income,Economy in transition,world,Asia,Kazakhstan,KAZ,2021-05,18994962,3112831,2104363,2444964,1008468,7662158,403378.4327,53091.34075,110785.323,163876.6637,110785.323,128716.446
Middle income,Economy in transition,world,Asia,Kazakhstan,KAZ,2021-06,18994962,4636108,3107677,2444964,1528431,10188749,536392.176,80465.07279,163605.3286,244070.4014,163605.3286,128716.446
Middle income,Economy in transition,world,Asia,Kazakhstan,KAZ,2021-07,18994962,6285492,4744184,2444964,1541308,13474640,709379.6766,81142.98939,249760.1206,330903.11,249760.1206,128716.446
Middle income,Economy in transition,world,Asia,Kazakhstan,KAZ,2021-08,18994962,7448672,6143255,2444964,1305417,16036891,844270.7598,68724.38071,323414.9666,392139.3473,323414.9666,128716.446
Middle income,Economy in transition,world,Asia,Kazakhstan,KAZ,2021-09,18994962,8565190,7105565,2444964,1459625,18115719,953711.7789,76842.74388,374076.2945,450919.0384,374076.2945,128716.446
Middle income,Economy in transition,world,Asia,Kazakhstan,KAZ,2021-12,18994962,9089156,8664471,0,424685,17753627,934649.2507,22357.77044,456145.7401,478503.5106,456145.7401,0
Middle income,Economy in transition,world,Asia,Kazakhstan,KAZ,2021-10,18994962,9146471,7932056,2444964,1214415,19523491,1027824.694,63933.53143,417587.3582,481520.8896,417587.3582,128716.446
Middle income,Economy in transition,world,Asia,Kazakhstan,KAZ,2021-11,18994962,9753950,8934571,2444964,819379,21133485,1112583.695,43136.64855,470365.3,513501.9486,470365.3,128716.446
Middle income,Economy in transition,world,Asia,Kazakhstan,KAZ,2022-01,19205043,9898720,7884867,1669729,2013853,19453316,1012927.49,104860.6348,410562.3195,515422.9543,410562.3195,86942.21617
Middle income,Economy in transition,world,Asia,Kazakhstan,KAZ,2022-02,19205043,10256000,9675088,2695943,580912,22627031,1178181.741,30247.88854,503778.5128,534026.4013,503778.5128,140376.8271
Middle income,Economy in transition,world,Asia,Kazakhstan,KAZ,2022-03,19205043,10381612,9974687,3177955,406925,23534254,1225420.531,21188.44514,519378.5299,540566.975,519378.5299,165475.0265
Middle income,Economy in transition,world,Asia,Kazakhstan,KAZ,2022-04,19205043,10529186,10145531,3839280,383655,24513997,1276435.413,19976.78422,528274.3184,548251.1026,528274.3184,199909.9924
Middle income,Economy in transition,world,Asia,Kazakhstan,KAZ,2022-05,19205043,10643089,11170347,4271500,-527258,26084936,1358233.668,-27454.14316,581636.1359,554181.9927,581636.1359,222415.5395
Middle income,Developing,world,Africa,Kenya,KEN,2021-04,54985698,884985,884985,0,0,1769970,32189.64321,0,16094.8216,16094.8216,16094.8216,0
Middle income,Developing,world,Africa,Kenya,KEN,2021-05,54985698,970772,471,0,970301,971243,17663.5568,17646.42508,8.5658638,17654.99094,8.5658638,0
Middle income,Developing,world,Africa,Kenya,KEN,2021-06,54985698,1018143,459773,0,558370,1477916,26878.18931,10154.82244,8361.683433,18516.50587,8361.683433,0
Middle income,Developing,world,Africa,Kenya,KEN,2021-07,54985698,1067615,666398,0,401217,1734013,31535.70952,7296.751966,12119.47878,19416.23074,12119.47878,0
Middle income,Developing,world,Africa,Kenya,KEN,2021-08,54985698,2262968,827964,0,1435004,3090932,56213.38116,26097.76819,15057.80649,41155.57467,15057.80649,0
Middle income,Developing,world,Africa,Kenya,KEN,2021-09,54985698,2988128,947543,0,2040585,3935671,71576.26698,37111.19571,17232.53563,54343.73135,17232.53563,0
Middle income,Developing,world,Africa,Kenya,KEN,2021-10,54985698,3842614,1970939,0,1871675,5813553,105728.4569,34039.306,35844.57544,69883.88144,35844.57544,0
Middle income,Developing,world,Africa,Kenya,KEN,2021-11,54985698,4539928,2877348,0,1662580,7417276,134894.6411,30236.58989,52329.02563,82565.61552,52329.02563,0
Middle income,Developing,world,Africa,Kenya,KEN,2021-12,54985698,5876825,4222839,0,1653986,10099664,183678.0175,30080.2947,76798.86141,106879.1561,76798.86141,0
Middle income,Developing,world,Africa,Kenya,KEN,2022-01,56215221,6636392,5753724,0,882668,12390116,220405.0038,15701.58374,102351.71,118053.2938,102351.71,0
Middle income,Developing,world,Africa,Kenya,KEN,2022-03,56215221,8994309,8172214,0,822095,17166523,305371.4402,14624.06418,145373.688,159997.7522,145373.688,0
Middle income,Developing,world,Africa,Kenya,KEN,2022-04,56215221,12502390,9069872,294769,3432518,21867031,388987.7263,61060.2954,161341.9255,222402.2209,161341.9255,5243.579848
Middle income,Developing,world,Africa,Kenya,KEN,2022-05,56215221,12562514,9205258,327109,3357256,22094881,393040.899,59721.4765,163750.2768,223471.7533,163750.2768,5818.868879
Middle income,Developing,world,Africa,Kenya,KEN,2022-06,56215221,12641679,9326814,376018,3314865,22344511,397481.5113,58967.39248,165912.6093,224880.0018,165912.6093,6688.900147
Middle income,Least developed,world,Oceania,Kiribati,KIR,2021-03,121392,0,0,0,0,0,0,0,0,0,0,0
Middle income,Least developed,world,Oceania,Kiribati,KIR,2021-04,121392,0,0,0,0,0,0,0,0,0,0,0
Middle income,Least developed,world,Oceania,Kiribati,KIR,2021-05,121392,0,0,0,0,0,0,0,0,0,0,0
Middle income,Least developed,world,Oceania,Kiribati,KIR,2021-06,121392,0,0,0,0,0,0,0,0,0,0,0
Middle income,Least developed,world,Oceania,Kiribati,KIR,2021-07,121392,13970,0,0,13970,13970,115081.7187,115081.7187,0,115081.7187,0,0
Middle income,Least developed,world,Oceania,Kiribati,KIR,2021-08,121392,19589,4640,0,14949,24229,199593.0539,123146.5006,38223.27666,161369.7773,38223.27666,0
Middle income,Least developed,world,Oceania,Kiribati,KIR,2021-09,121392,40993,7901,0,33092,48894,402777.7778,272604.455,65086.66139,337691.1164,65086.66139,0
Middle income,Least developed,world,Oceania,Kiribati,KIR,2021-10,121392,57722,15190,0,42532,72912,600632.6611,350369.0523,125131.8044,475500.8567,125131.8044,0
Middle income,Least developed,world,Oceania,Kiribati,KIR,2021-11,121392,59492,22675,0,36817,82167,676873.2701,303290.1674,186791.5513,490081.7187,186791.5513,0
Middle income,Least developed,world,Oceania,Kiribati,KIR,2021-12,121392,66473,38087,0,28386,104560,861341.7688,233837.4852,313752.1418,547589.627,313752.1418,0
Middle income,Least developed,world,Oceania,Kiribati,KIR,2022-01,123419,74579,46015,0,28564,120594,977110.4935,231439.2436,372835.625,604274.8685,372835.625,0
Middle income,Least developed,world,Oceania,Kiribati,KIR,2022-02,123419,76491,50428,0,26063,126919,1028358.681,211174.9406,408591.87,619766.8106,408591.87,0
Middle income,Least developed,world,Oceania,Kiribati,KIR,2022-03,123419,78620,55333,0,23287,133953,1085351.526,188682.4557,448334.5352,637016.9909,448334.5352,0
Middle income,Least developed,world,Oceania,Kiribati,KIR,2022-04,123419,79764,58191,0,21573,137955,1117777.652,174794.8047,471491.4235,646286.2282,471491.4235,0
Middle income,Least developed,world,Oceania,Kiribati,KIR,2022-05,123419,80566,60670,0,19896,141236,1144361.889,161206.9454,491577.4719,652784.4173,491577.4719,0
Middle income,Developing,world,Europe,Kosovo,XKX,2021-02,1760000,19497,32593,84356,-13096,136446,77526.13636,-7440.909091,18518.75,11077.84091,18518.75,47929.54545
Middle income,Developing,world,Europe,Kosovo,XKX,2021-03,1760000,21997,32593,84356,-10596,138946,78946.59091,-6020.454545,18518.75,12498.29545,18518.75,47929.54545
Middle income,Developing,world,Europe,Kosovo,XKX,2021-04,1760000,49497,32593,84356,16904,166446,94571.59091,9604.545455,18518.75,28123.29545,18518.75,47929.54545
Middle income,Developing,world,Europe,Kosovo,XKX,2021-05,1760000,118880,32593,84356,86287,235829,133993.75,49026.70455,18518.75,67545.45455,18518.75,47929.54545
Middle income,Developing,world,Europe,Kosovo,XKX,2021-06,1760000,195431,81800,84356,113631,361587,205447.1591,64563.06818,46477.27273,111040.3409,46477.27273,47929.54545
Middle income,Developing,world,Europe,Kosovo,XKX,2021-07,1760000,478847,178808,84356,300039,742011,421597.1591,170476.7045,101595.4545,272072.1591,101595.4545,47929.54545
Middle income,Developing,world,Europe,Kosovo,XKX,2021-08,1760000,813061,340060,84356,473001,1237477,703111.9318,268750.5682,193215.9091,461966.4773,193215.9091,47929.54545
Middle income,Developing,world,Europe,Kosovo,XKX,2021-12,1760000,873838,777226,0,96612,1651064,938104.5455,54893.18182,441605.6818,496498.8636,441605.6818,0
Middle income,Developing,world,Europe,Kosovo,XKX,2022-05,1780000,874597,802690,102760,71907,1780047,1000026.404,40397.19101,450949.4382,491346.6292,450949.4382,57730.33708
Middle income,Developing,world,Europe,Kosovo,XKX,2022-01,1780000,898044,808256,89611,89788,1795911,1008938.764,50442.69663,454076.4045,504519.1011,454076.4045,50343.25843
Middle income,Developing,world,Europe,Kosovo,XKX,2022-02,1780000,900942,815766,97367,85176,1814075,1019143.258,47851.68539,458295.5056,506147.191,458295.5056,54700.5618
Middle income,Developing,world,Europe,Kosovo,XKX,2021-09,1780000,1009271,599873,84356,409398,1693500,951404.4944,229998.8764,337007.3034,567006.1798,337007.3034,47391.01124
Middle income,Developing,world,Europe,Kosovo,XKX,2021-10,1780000,1034908,752971,84356,281937,1872235,1051817.416,158391.573,423017.4157,581408.9888,423017.4157,47391.01124
Middle income,Developing,world,Europe,Kosovo,XKX,2021-11,1780000,1055673,798262,84356,257411,1938291,1088927.528,144612.9213,448461.7978,593074.7191,448461.7978,47391.01124
Middle income,Developing,world,Europe,Kosovo,XKX,2022-03,1780000,1774800,1617416,198108,157384,3590324,2017035.955,88417.97753,908660.6742,997078.6517,908660.6742,111296.6292
Middle income,Developing,world,Europe,Kosovo,XKX,2022-04,1780000,1774996,1617576,199033,157420,3591605,2017755.618,88438.20225,908750.5618,997188.764,908750.5618,111816.2921
High income,Developing,world,Asia,Kuwait,KWT,2022-01,4380326,3367483,3257244,714931,110239,7339658,1675596.291,25166.84831,743607.6676,768774.5159,743607.6676,163214.1078
High income,Developing,world,Asia,Kuwait,KWT,2022-03,4380326,3413626,3286982,1172773,126644,7873381,1797441.789,28912.00335,750396.66,779308.6633,750396.66,267736.4653
High income,Developing,world,Asia,Kuwait,KWT,2022-04,4380326,3420149,3294861,1256719,125288,7971729,1819893.999,28602.43735,752195.3845,780797.8219,752195.3845,286900.7923
High income,Developing,world,Asia,Kuwait,KWT,2022-05,4380326,3426734,3311277,1308580,115457,8046591,1836984.508,26358.08385,755943.0508,782301.1347,755943.0508,298740.3221
Middle income,Economy in transition,world,Asia,Kyrgyzstan,KGZ,2021-02,6628356,154409,131699,70959,22710,357067,53869.61714,3426.188937,19869.02936,23295.2183,19869.02936,10705.36948
Middle income,Economy in transition,world,Asia,Kyrgyzstan,KGZ,2021-03,6628356,154931,131699,70959,23232,357589,53948.3697,3504.941497,19869.02936,23373.97086,19869.02936,10705.36948
Middle income,Economy in transition,world,Asia,Kyrgyzstan,KGZ,2021-04,6628356,185862,133124,70959,52738,389945,58829.82145,7956.422377,20084.0148,28040.43718,20084.0148,10705.36948
Middle income,Economy in transition,world,Asia,Kyrgyzstan,KGZ,2021-05,6628356,242349,175338,70959,67011,488646,73720.54247,10109.74667,26452.71316,36562.45983,26452.71316,10705.36948
Middle income,Economy in transition,world,Asia,Kyrgyzstan,KGZ,2021-06,6628356,276570,213341,70959,63229,560870,84616.75867,9539.167782,32186.1107,41725.27849,32186.1107,10705.36948
Middle income,Economy in transition,world,Asia,Kyrgyzstan,KGZ,2021-07,6628356,613658,248542,70959,365116,933159,140782.8729,55083.9454,37496.77899,92580.72439,37496.77899,10705.36948
Middle income,Economy in transition,world,Asia,Kyrgyzstan,KGZ,2021-08,6628356,854634,612334,70959,242300,1537927,232022.3899,36555.06735,92380.97652,128936.0439,92380.97652,10705.36948
Middle income,Economy in transition,world,Asia,Kyrgyzstan,KGZ,2021-09,6628356,984393,761772,70959,222621,1817124,274143.9959,33586.15621,114926.2351,148512.3913,114926.2351,10705.36948
